target_class,criterion,mean,std
-1,activation,0.2821404345333576,0.2215964736242334
-1,grad_x_activation,0.4518140316009521,0.2565913813341031
-1,weight,0.32333138063549993,0.1740234673121419
-1,weight_x_activation,0.42822976112365724,0.26006595388520465
