score_type,same_mean_mean,same_mean_std,different_mean_mean,different_mean_std,gap_mean,gap_std
activation,0.4657411813735962,0.006939438460966302,0.15555171370506282,0.004743773104428954,0.3101894617080688,0.007129735406959253
activation_x_outnorm,0.47702993750572203,0.004629634625650475,0.16275786161422728,0.0055873627181536635,0.3142720818519592,0.007137308429733457
