seed,test_accuracy,test_loss,cal_accuracy,train_seconds,params,macs_per_sample,class0_accuracy,class1_accuracy,class2_accuracy,class3_accuracy,class4_accuracy,class5_accuracy,class6_accuracy,class7_accuracy,class8_accuracy,class9_accuracy
0,0.9518,0.16032655029296874,0.9534,0.6220195349305868,235146,234752,0.9744898080825806,0.9859030842781067,0.9496123790740967,0.9554455280303955,0.9674134254455566,0.9372197389602661,0.9655532240867615,0.9367704391479492,0.9229979515075684,0.9177403450012207
