score_type,same_mean_mean,same_mean_std,different_mean_mean,different_mean_std,gap_mean,gap_std
activation,0.5234388709068298,,0.2296445071697235,,0.2937943637371063,
activation_x_outnorm,0.5267373323440552,,0.2268716692924499,,0.2998656630516052,
