seed,target_class,method,prune_ratio,kept_nodes,removed_nodes,test_accuracy,test_loss,params,param_reduction,macs_per_sample,mac_reduction,class0_accuracy,class1_accuracy,class2_accuracy,class3_accuracy,class4_accuracy,class5_accuracy,class6_accuracy,class7_accuracy,class8_accuracy,class9_accuracy
0,-1,random,0.2,102,26,0.933,0.2197599853515625,228204,0.02952208415197366,227836,0.029460877862595436,0.9755101799964905,0.9867841601371765,0.9670542478561401,0.9514851570129395,0.9694501161575317,0.9181614518165588,0.9133611917495728,0.8151751160621643,0.8809034824371338,0.9444994926452637
0,-1,random,0.5,64,64,0.8986,0.433615380859375,218058,0.07266974560485828,217728,0.0725190839694656,0.9959183931350708,0.992951512336731,0.895348846912384,0.9574257135391235,0.9684317708015442,0.6928251385688782,0.8768267035484314,0.9377431869506836,0.8039014339447021,0.8285431265830994
0,-1,weight,0.2,102,26,0.9446,0.18388511962890625,228204,0.02952208415197366,227836,0.029460877862595436,0.9826530814170837,0.9859030842781067,0.9360465407371521,0.9386138319969177,0.9236252307891846,0.9013453125953674,0.968684732913971,0.8939688801765442,0.9527720808982849,0.9554013609886169
0,-1,weight,0.5,64,64,0.8314,0.43481103515625,218058,0.07266974560485828,217728,0.0725190839694656,0.9887754917144775,0.9947136640548706,0.7800387740135193,0.9326732754707336,0.22199591994285583,0.8923766613006592,0.9697285890579224,0.698443591594696,0.8572895526885986,0.9643211364746094
0,-1,activation,0.2,102,26,0.948,0.1713011962890625,228204,0.02952208415197366,227836,0.029460877862595436,0.9755101799964905,0.9814978241920471,0.9331395626068115,0.9465346336364746,0.9694501161575317,0.931614339351654,0.962421715259552,0.9348248839378357,0.929158091545105,0.9117938280105591
0,-1,activation,0.5,64,64,0.857,0.43424384765625,218058,0.07266974560485828,217728,0.0725190839694656,0.9714285731315613,0.5629956126213074,0.9418604373931885,0.8821782469749451,0.8360489010810852,0.8755605220794678,0.7181628346443176,0.8842412233352661,0.9722792506217957,0.9613478779792786
0,-1,weight_x_activation,0.2,102,26,0.9501,0.1679425048828125,228204,0.02952208415197366,227836,0.029460877862595436,0.9755101799964905,0.983259916305542,0.9437984228134155,0.9485148787498474,0.9684317708015442,0.931614339351654,0.9655532240867615,0.9406614899635315,0.9301847815513611,0.908820629119873
0,-1,weight_x_activation,0.5,64,64,0.8881,0.3966487060546875,218058,0.07266974560485828,217728,0.0725190839694656,0.9612244963645935,0.8581497669219971,0.9224806427955627,0.9425742626190186,0.8543788194656372,0.8307175040245056,0.6868476271629333,0.911478579044342,0.9763860106468201,0.9266600608825684
0,-1,grad_x_activation,0.2,102,26,0.9507,0.1669537841796875,228204,0.02952208415197366,227836,0.029460877862595436,0.9744898080825806,0.9814978241920471,0.944767415523529,0.9504950642585754,0.9684317708015442,0.9338564872741699,0.9655532240867615,0.9357976913452148,0.9312114715576172,0.9167492389678955
0,-1,grad_x_activation,0.5,64,64,0.9289,0.2838746337890625,218058,0.07266974560485828,217728,0.0725190839694656,0.949999988079071,0.9515418410301208,0.9360465407371521,0.907920777797699,0.8828920722007751,0.9226457476615906,0.9091858267784119,0.9260700345039368,0.966119110584259,0.9326065182685852
0,-1,ablation,0.2,102,26,0.9188,0.2594493408203125,228204,0.02952208415197366,227836,0.029460877862595436,0.9857142567634583,0.9806167483329773,0.9544573426246643,0.9287128448486328,0.7067209482192993,0.8968609571456909,0.9540709853172302,0.9630350470542908,0.9640657305717468,0.8414271473884583
0,-1,ablation,0.5,64,64,0.7355,0.9023798828125,218058,0.07266974560485828,217728,0.0725190839694656,0.9918367266654968,0.8202643394470215,0.9108527302742004,0.8623762130737305,0.0,0.591928243637085,0.2734864354133606,0.966926097869873,0.9835729002952576,0.8909811973571777
