seed,score_type,topk,same_mean,same_std,different_mean,different_std,gap
0,activation,26,0.5234388709068298,0.14568080008029938,0.2296445071697235,0.11306392401456833,0.2937943637371063
0,activation_x_outnorm,26,0.5267373323440552,0.14711524546146393,0.22687166929244995,0.11537890881299973,0.2998656630516052
