seed,target_class,method,prune_ratio,kept_nodes,removed_nodes,test_accuracy,test_loss,params,param_reduction,macs_per_sample,mac_reduction,class0_accuracy,class1_accuracy,class2_accuracy,class3_accuracy,class4_accuracy,class5_accuracy,class6_accuracy,class7_accuracy,class8_accuracy,class9_accuracy
4,-1,random,0.1,115,13,0.978,0.08527755126953125,231675,0.01476104207598683,231294,0.014730438931297662,0.9959183931350708,0.9876651763916016,0.9777131676673889,0.9752475023269653,0.9786150455474854,0.9686098694801331,0.9739039540290833,0.9747081995010376,0.9763860106468201,0.969276487827301
4,-1,random,0.2,102,26,0.965,0.1205819091796875,228204,0.02952208415197366,227836,0.029460877862595436,0.9571428298950195,0.983259916305542,0.9874030947685242,0.9445544481277466,0.9378818869590759,0.9887892603874207,0.9363256692886353,0.9708171486854553,0.9527720808982849,0.9881070256233215
4,-1,random,0.3,90,38,0.9731,0.094214453125,225000,0.04314766145288462,224644,0.04305820610687028,0.9775510430335999,0.9964757561683655,0.981589138507843,0.9504950642585754,0.9714867472648621,0.9899103045463562,0.9697285890579224,0.9795719981193542,0.9527720808982849,0.959365725517273
4,-1,random,0.4,77,51,0.9331,0.2248333984375,221529,0.05790870352887145,221186,0.05778864503816794,0.9755101799964905,0.9859030842781067,0.961240291595459,0.6277227997779846,0.9103869795799255,0.9865471124649048,0.9676409363746643,0.9883268475532532,0.9866529703140259,0.9435084462165833
4,-1,random,0.5,64,64,0.8958,0.2863815673828125,218058,0.07266974560485828,217728,0.0725190839694656,0.699999988079071,0.9797356724739075,0.9893410801887512,0.893069326877594,0.9124236106872559,0.9910314083099365,0.8684759736061096,0.6682879328727722,0.9702258706092834,0.9841427206993103
4,-1,weight,0.1,115,13,0.9786,0.08051800537109376,231675,0.01476104207598683,231294,0.014730438931297662,0.9918367266654968,0.9885462522506714,0.9728682041168213,0.9821782112121582,0.9755600690841675,0.9697309136390686,0.9759916663169861,0.9805447459220886,0.9733059406280518,0.973240852355957
4,-1,weight,0.2,102,26,0.9755,0.0939311767578125,228204,0.02952208415197366,227836,0.029460877862595436,0.9857142567634583,0.9920704960823059,0.9486433863639832,0.9792079329490662,0.9806517362594604,0.9573991298675537,0.9864300489425659,0.9931906461715698,0.9589322209358215,0.969276487827301
4,-1,weight,0.3,90,38,0.9664,0.12631734619140625,225000,0.04314766145288462,224644,0.04305820610687028,0.9714285731315613,0.9903083443641663,0.9660852551460266,0.9782178401947021,0.9725050926208496,0.9091928005218506,0.9874739050865173,0.994163453578949,0.9322382211685181,0.9524281620979309
4,-1,weight,0.4,77,51,0.9507,0.18159814453125,221529,0.05790870352887145,221186,0.05778864503816794,0.9642857313156128,0.9947136640548706,0.9622092843055725,0.9792079329490662,0.9826883673667908,0.7914798259735107,0.9916492700576782,0.9863813519477844,0.9086242318153381,0.9226957559585571
4,-1,weight,0.5,64,64,0.92,0.2587537353515625,218058,0.07266974560485828,217728,0.0725190839694656,0.949999988079071,0.9982379078865051,0.9224806427955627,0.9900990128517151,0.9887983798980713,0.8497757911682129,0.9916492700576782,0.9795719981193542,0.8182751536369324,0.694747269153595
4,-1,activation,0.1,115,13,0.9786,0.0796221435546875,231675,0.01476104207598683,231294,0.014730438931297662,0.9928571581840515,0.9885462522506714,0.9748061895370483,0.9792079329490662,0.981670081615448,0.9719731211662292,0.9728600978851318,0.975680947303772,0.9733059406280518,0.973240852355957
4,-1,activation,0.2,102,26,0.9747,0.086966064453125,228204,0.02952208415197366,227836,0.029460877862595436,0.9867346882820129,0.9797356724739075,0.9718992114067078,0.9801980257034302,0.9602851271629333,0.9742152690887451,0.9770354628562927,0.9824903011322021,0.9712525606155396,0.962338924407959
4,-1,activation,0.3,90,38,0.964,0.11985499267578124,225000,0.04314766145288462,224644,0.04305820610687028,0.9867346882820129,0.9718061685562134,0.9195736646652222,0.9910891056060791,0.9368635416030884,0.9775784611701965,0.9488517642021179,0.9659532904624939,0.977412760257721,0.9653121829032898
